stream_name,variant,estimate,ground_truth,relative_error_pct,energy_proxy,cpu_time,wall_time,cheap_hash_calls,full_hash_calls,register_updates,skipped_updates,total_items,cpu_time_per_M,wall_time_per_M,cheap_calls_per_M,full_calls_per_M,register_updates_per_M,skipped_updates_per_M,update_rate,skip_rate,dataset,trace_type,stream_size,p
enron_chrono_100k,std_hll,3270.4534398116707,2995,9.19710984346146,11647330.0,0.1617630000000001,0.16224002838134766,0,100000,1485,0,100000,1.617630000000001,1.6224002838134766,0.0,1000000.0,14850.0,0.0,0.01485,0.0,enron,chrono,100000,10
enron_chrono_100k,thll,3270.4534398116707,2995,9.19710984346146,11688770.0,0.16636300000000004,0.16674518585205078,0,100000,1257,98743,100000,1.6636300000000004,1.6674518585205078,0.0,1000000.0,12570.0,987430.0,0.01257,0.98743,enron,chrono,100000,10
enron_chrono_100k,thll_adaptive,3270.4534398116707,2995,9.19710984346146,12566650.0,0.253695,0.25397491455078125,0,100000,1485,98515,100000,2.53695,2.5397491455078125,0.0,1000000.0,14850.0,985150.0,0.01485,0.98515,enron,chrono,100000,10
enron_chrono_100k,aphll,3270.4534398116707,2995,9.19710984346146,11670510.0,0.16408099999999992,0.16506004333496094,0,100000,1485,98515,100000,1.6408099999999992,1.6506004333496094,0.0,1000000.0,14850.0,985150.0,0.01485,0.98515,enron,chrono,100000,10
enron_chrono_100k,aphll_adaptive,3270.4534398116707,2995,9.19710984346146,12455540.0,0.2425839999999999,0.24313616752624512,0,100000,1485,98515,100000,2.425839999999999,2.431361675262451,0.0,1000000.0,14850.0,985150.0,0.01485,0.98515,enron,chrono,100000,10
